time_UTC  Vup  Vnorth  Veast  Vdown
690468374.150  -0.0073944  -0.00967706  -0.00512131  0.0073944
690468374.206  -0.124748  0.0318712  -0.0251944  0.124748
690468374.262  0.0106637  -0.00640086  -0.00418936  -0.0106637
690468374.318  0.0457093  -0.0156456  -0.0312284  -0.0457093
690468374.374  0.0296245  0.00855715  0.017619  -0.0296245
690468374.430  0.00170992  -0.00398499  0.0390127  -0.00170992
690468374.486  -0.0422829  -0.00546101  -0.00736626  0.0422829
690468374.542  -0.0300456  0.0135284  -0.0257185  0.0300456
690468374.598  0.0466643  -0.0453278  0.0160982  -0.0466643
690468374.654  0.00745948  0.019114  0.00542317  -0.00745948
690468374.710  0.0167304  0.0235401  -0.0022432  -0.0167304
690468374.766  -0.0494985  0.0116292  -0.0236202  0.0494985
690468374.822  0.0359169  0.00486367  0.012759  -0.0359169
690468374.878  -0.0381266  -0.0384629  -0.0315365  0.0381266
690468374.934  0.0624896  0.0202549  0.0203735  -0.0624896
690468374.990  -0.036702  0.0167433  0.021529  0.036702
690468375.046  0.0100648  -0.0145074  -0.00257179  -0.0100648
690468375.102  0.00163982  -0.00905293  -0.0193834  -0.00163982
690468375.158  -0.0407292  -0.00305658  -0.00151867  0.0407292
690468375.214  0.0306143  -0.00707087  0.0138072  -0.0306143
690468375.270  0.00540429  0.00684984  -0.0136452  -0.00540429
690468375.326  -0.0198244  0.0185735  -0.0143109  0.0198244
690468375.382  0.0282635  -0.0156123  0.00434926  -0.0282635
690468375.438  0.0168016  -0.0156966  0.00785878  -0.0168016
690468375.494  -0.027091  0.0278044  0.00823708  0.027091
690468375.550  -0.0170762  -0.0315961  -0.0162604  0.0170762
690468375.606  -0.0286719  0.0339421  -0.00829171  0.0286719
690468375.662  0.0227051  -0.00266601  -0.00289692  -0.0227051
690468375.718  0.0275862  -0.00745162  0.0288327  -0.0275862
690468375.774  0.0312535  0.00410157  -0.0169963  -0.0312535
690468375.830  -0.0509115  -0.00678271  0.00567562  0.0509115
690468375.886  -0.0130904  -0.0129661  0.00904655  0.0130904
690468375.942  0.0258789  0.0277353  -0.0239579  -0.0258789
690468375.998  0.0105047  -0.00474451  0.0158208  -0.0105047
690468376.054  0.019644  -0.0128308  0.00853765  -0.019644
690468376.110  -0.0137148  -0.0197558  0.000666077  0.0137148
690468376.166  -0.0082064  -0.00704432  -0.011347  0.0082064
690468376.222  -0.030294  0.0372221  -0.0205289  0.030294
690468376.278  0.0363825  -0.0070432  0.0324912  -0.0363825
690468376.334  -0.0958329  0.0110254  -0.0283779  0.0958329
690468376.390  0.0585099  -0.0105284  0.0140436  -0.0585099
690468376.446  0.0597578  -0.0134704  0.0213514  -0.0597578
690468376.502  -0.00822406  -0.00484225  -0.0194936  0.00822406
690468376.558  -0.048473  0.0178036  -0.000332072  0.048473
690468376.614  0.00705798  0.0263911  0.00375193  -0.00705798
690468376.670  0.00636279  -0.0192745  0.00138056  -0.00636279
690468376.726  -0.0287663  -0.0195316  -0.0156514  0.0287663
690468376.782  0.0191338  0.00258518  0.00182447  -0.0191338
690468376.838  -0.0161136  0.02035  0.0149358  0.0161136
690468376.894  -0.0532624  0.01279  -0.00118017  0.0532624
690468376.950  0.0222966  -0.0175443  -0.00711862  -0.0222966
690468377.006  0.0614489  -0.0116828  -0.0141577  -0.0614489
690468377.062  0.0224562  0.0122731  0.0258602  -0.0224562
690468377.118  -0.0513444  -0.00342088  -0.0125444  0.0513444
690468377.174  -0.00645338  0.0122872  -0.00206095  0.00645338
690468377.230  0.0361777  -0.0355256  0.0193687  -0.0361777
690468377.286  -0.0235909  0.012592  -0.0106742  0.0235909
690468377.342  0.0161322  0.0164415  0.0080663  -0.0161322
690468377.398  -0.044751  -0.0379495  -0.0013253  0.044751
690468377.454  0.0392331  -0.00181603  0.0187977  -0.0392331
690468377.510  0.0137647  0.0103112  -0.00699442  -0.0137647
690468377.566  -0.0163297  0.00510457  0.0141985  0.0163297
690468377.622  -0.0371723  0.00242426  -0.0350147  0.0371723
690468377.678  0.0353801  0.00321076  0.00355174  -0.0353801
690468377.734  0.03978  -0.00510465  0.00875542  -0.03978
690468377.790  -0.0723403  -0.0108995  0.0017121  0.0723403
690468377.846  0.0143252  0.00178038  0.00534287  -0.0143252
690468377.902  0.013638  -0.0102744  0.00401883  -0.013638
690468377.958  -0.0467915  0.00583739  -0.0158804  0.0467915
690468378.014  0.0486781  0.00110219  0.0127241  -0.0486781
690468378.070  -0.00769317  0.0116819  -0.0167003  0.00769317
690468378.126  0.0045945  -0.00205586  0.00792917  -0.0045945
690468378.182  -0.051312  0.017097  -0.0020576  0.051312
690468378.238  0.0295873  -0.0182017  0.0300599  -0.0295873
690468378.294  -0.00775798  0.0115785  -0.0223931  0.00775798
690468378.350  0.031418  -0.00334619  -0.00936565  -0.031418
690468378.406  -0.00199184  -0.0225848  0.0169537  0.00199184
690468378.462  0.00495983  -0.0186026  0.00175478  -0.00495983
690468378.518  -0.0141855  0.0148304  0.0054297  0.0141855
690468378.574  0.034869  0.00331984  0.041716  -0.034869
690468378.630  -0.0828176  0.00944923  -0.0495536  0.0828176
690468378.686  -0.00699823  0.0113459  -0.0111995  0.00699823
690468378.742  0.0933658  -0.0390027  0.026594  -0.0933658
690468378.798  -0.0211532  0.0262758  0.0120476  0.0211532
690468378.854  -0.028237  -0.00396118  -0.0313172  0.028237
690468378.910  -0.0295812  0.033317  0.0111924  0.0295812
690468378.966  -0.0124707  -0.0199789  0.00358123  0.0124707
690468379.022  0.0112665  -0.015764  -0.0168197  -0.0112665
690468379.078  0.0620269  -0.0193178  0.0266074  -0.0620269
690468379.134  -0.0625436  0.0301342  -0.0252721  0.0625436
690468379.190  0.0296566  -0.0281337  0.0236852  -0.0296566
690468379.246  -0.02423  0.0307309  -0.0159724  0.02423
690468379.302  -0.0173428  0.00614384  -0.0166821  0.0173428
690468379.358  0.0716402  -0.0362178  0.0179728  -0.0716402
690468379.414  0.0226779  0.00363209  0.0139829  -0.0226779
690468379.470  -0.0620276  0.0146612  0.00134141  0.0620276
690468379.526  -0.0339237  0.0065676  0.00705837  0.0339237
690468379.582  0.0587991  -0.00266949  -0.0221454  -0.0587991
690468379.638  -0.0304096  0.00421131  -0.0137364  0.0304096
690468379.694  0.0358357  -0.0248624  0.016913  -0.0358357
690468379.750  0.0118832  -0.0205224  0.0165859  -0.0118832
690468379.806  0.00941368  0.00970448  -0.0137298  -0.00941368
690468379.862  -0.0583669  0.0231957  0.000185421  0.0583669
690468379.918  0.0012909  0.0146631  -0.00249726  -0.0012909
690468379.974  -0.0145599  -0.01682  -0.00515837  0.0145599
690468380.030  0.00757261  -0.00510801  0.0356023  -0.00757261
690468380.086  0.0393453  -0.0160407  0.00261888  -0.0393453
690468380.142  0.00830085  0.0111958  -0.00493503  -0.00830085
690468380.198  -0.0683289  0.00966567  -0.0212431  0.0683289
690468380.254  0.0105002  0.0219975  0.00713569  -0.0105002
690468380.310  -0.0110069  0.0112346  -0.00156076  0.0110069
690468380.366  0.0442784  -0.0267732  0.00215168  -0.0442784
690468380.422  0.0255121  -0.0186441  0.00600478  -0.0255121
690468380.478  -0.0334648  0.0243847  0.00019356  0.0334648
690468380.534  -0.0344544  -0.0223998  -0.00808676  0.0344544
690468380.590  0.0093507  -0.00267491  0.0160036  -0.0093507
690468380.646  0.0174521  0.0103496  -0.0239261  -0.0174521
690468380.702  0.0109058  0.00126258  0.00421035  -0.0109058
690468380.758  0.00626521  -0.00597207  -0.00208161  -0.00626521
690468380.814  -0.0491819  0.0159652  -0.00838061  0.0491819
690468380.870  0.0544936  -0.0262746  0.0276056  -0.0544936
690468380.926  -0.0229501  -0.00201436  0.0165446  0.0229501
690468380.982  0.00640781  0.00776875  -0.0281529  -0.00640781
690468381.038  0.0271183  -0.0102876  0.000790999  -0.0271183
690468381.094  0.00470849  0.0147854  -0.0090672  -0.00470849
690468381.150  -0.0542578  -0.0166741  0.0117551  0.0542578
690468381.206  -0.0232396  0.0100927  0.00822016  0.0232396
690468381.262  0.0176857  0.00645318  -0.00732515  -0.0176857
690468381.318  0.081727  -0.0156761  0.00409649  -0.081727
690468381.374  -0.0263012  0.00563376  0.0100554  0.0263012
690468381.430  -0.0180176  0.00839764  -0.00465658  0.0180176
690468381.486  -0.0207573  -0.0039781  -0.0125243  0.0207573
690468381.542  0.0409292  -0.000220504  0.0478474  -0.0409292
690468381.598  -0.0212136  -0.0235035  -0.0384881  0.0212136
690468381.654  -0.0900445  0.046766  -0.0338057  0.0900445
690468381.710  0.0209626  0.0109336  0.0296991  -0.0209626
690468381.766  0.0424736  -0.0393353  0.00175379  -0.0424736
690468381.822  0.0341405  -0.00514903  0.0127042  -0.0341405
690468381.878  -0.0319474  0.000229527  0.00828321  0.0319474
690468381.934  0.0283846  0.022948  0.00393678  -0.0283846
690468381.990  -0.0661428  0.00305218  -0.0202955  0.0661428
690468382.046  -0.0105194  0.00803631  -0.0462762  0.0105194
690468382.102  0.0684968  -0.0773284  0.0486862  -0.0684968
690468382.158  0.0285756  0.0489067  0.0282727  -0.0285756
690468382.214  -0.0120865  -0.00118456  -0.0222654  0.0120865
690468382.270  -0.0757216  -0.000934241  0.0292703  0.0757216
690468382.326  0.0463665  0.00488429  -0.0292929  -0.0463665
690468382.382  0.0184033  -0.013149  -0.0175833  -0.0184033
690468382.438  -0.0500769  0.0248701  -0.0013879  0.0500769
690468382.494  0.0675011  -0.00602315  0.0194661  -0.0675011
690468382.550  -0.0188353  -0.0132145  0.0122587  0.0188353
690468382.606  -0.0263076  0.0272616  -0.0161505  0.0263076
690468382.662  -0.0134345  -0.0197498  -0.00733266  0.0134345
690468382.718  -0.00801506  -0.00485188  0.0032668  0.00801506
690468382.774  0.0391932  -0.0247588  0.0181711  -0.0391932
690468382.830  0.00974997  0.0235467  0.00838249  -0.00974997
690468382.886  -0.046809  0.0207932  -0.0245315  0.046809
690468382.942  0.0291262  -0.0438505  -0.00250011  -0.0291262
690468382.998  0.0171774  0.00762817  0.013811  -0.0171774
690468383.054  -0.0031723  0.0353457  0.00137148  0.0031723
690468383.110  -0.0129654  0.00321947  -0.00495009  0.0129654
690468383.166  -0.0421619  -0.00026442  -0.0210869  0.0421619
690468383.222  0.048248  -0.0303309  0.0192456  -0.048248
690468383.278  -0.0324842  -0.00309447  0.000137162  0.0324842
690468383.334  0.0691127  0.0321847  0.0203803  -0.0691127
690468383.390  -0.0306937  0.00360497  -0.0152859  0.0306937
690468383.446  -0.0281006  -0.0221158  -0.0219522  0.0281006
690468383.502  0.0317449  -0.0345286  0.0316209  -0.0317449
690468383.558  0.02904  0.000401211  0.000470916  -0.02904
690468383.614  -0.0682514  0.0369015  0.0265666  0.0682514
690468383.670  0.0152958  0.00912265  -0.00619714  -0.0152958
690468383.726  0.00896352  -0.0120113  -0.0336088  -0.00896352
690468383.782  0.0140695  -0.018187  -0.0180925  -0.0140695
690468383.838  -0.0946679  0.00590923  0.00912942  0.0946679
690468383.894  0.026752  0.0445104  0.00420663  -0.026752
690468383.950  0.0424571  -0.00101873  0.0166307  -0.0424571
690468384.006  0.0352485  -0.0354778  -0.00333881  -0.0352485
690468384.062  -0.053037  -0.0147045  -0.00347635  0.053037
690468384.118  0.0936886  0.0274546  -0.00107317  -0.0936886
690468384.174  -0.0401087  -0.00678287  -0.016519  0.0401087
690468384.230  -0.0676537  -0.0116556  0.0196112  0.0676537
690468384.286  -0.0473681  0.015707  -0.0277419  0.0473681
690468384.342  0.0635579  0.0068479  0.0134672  -0.0635579
690468384.398  0.0262315  0.0135518  -0.0218522  -0.0262315
690468384.454  0.0439515  -0.0291861  0.0214885  -0.0439515
690468384.510  -0.0655983  -0.00465821  0.0384206  0.0655983
690468384.566  0.00915446  0.0210411  0.00560951  -0.00915446
690468384.622  -0.00335905  0.00617508  -0.00512885  0.00335905
690468384.678  -0.043024  -0.0169225  -0.0703993  0.043024
690468384.734  0.0652519  -0.0254019  0.0212629  -0.0652519
690468384.790  -0.0109255  0.0213859  0.0406845  0.0109255
690468384.846  -0.0345693  0.0231841  -0.0381476  0.0345693
690468384.902  0.0713894  -0.0103618  0.00523602  -0.0713894
690468384.958  -0.0185425  0.00458942  -0.00428109  0.0185425
